root1,root2,root3,root4,root5,root6,lowerback1,lowerback2,lowerback3,upperback1,upperback2,upperback3,thorax1,thorax2,thorax3,lowerneck1,lowerneck2,lowerneck3,upperneck1,upperneck2,upperneck3,head1,head2,head3,rclavicle1,rclavicle2,rhumerus1,rhumerus2,rhumerus3,rradius1,rwrist1,rhand1,rhand2,rfingers1,rthumb1,rthumb2,lclavicle1,lclavicle2,lhumerus1,lhumerus2,lhumerus3,lradius1,lwrist1,lhand1,lhand2,lfingers1,lthumb1,lthumb2,rfemur1,rfemur2,rfemur3,rtibia1,rfoot1,rfoot2,rtoes1,lfemur1,lfemur2,lfemur3,ltibia1,lfoot1,lfoot2,ltoes1
0.905153,15.8417,-43.9351,24.0181,4.52189,-0.103027,-1.98829,-2.94849,-0.217126,-2.5043,-3.91847,2.18309,-1.28815,-1.94265,2.32273,-13.0086,-2.77824,-7.7336,4.38443,-2.97108,6.85231,3.62975,-1.26801,3.14987,-4.31114e-14,6.36111e-15,-45.0057,1.21933,-83.7478,40.3321,2.06785,-26.4685,-49.4952,7.12502,0.0932205,-79.475,-4.31114e-14,6.36111e-15,-25.2003,-23.2611,95.8037,49.5599,9.42003,-33.5163,-28.9139,7.12502,-6.7126,0.959672,-73.3989,-2.83918,23.6955,76.489,-13.8706,-9.71844,-13.1855,-20.8137,-3.07956,-25.3185,41.8342,-38.2185,20.9802,-8.28037
0.884869,15.8169,-43.8147,24.1068,4.50321,0.0583517,-2.18158,-2.94465,-0.471264,-2.50922,-3.91332,2.05082,-1.1776,-1.93816,2.31763,-12.0675,-2.67765,-7.5145,3.63044,-2.91315,6.91976,3.24453,-1.24869,3.14554,4.0403e-14,-1.68967e-15,-45.1514,0.815485,-83.7945,40.6316,2.08319,-28.0027,-47.2021,7.12502,-1.38856,-77.1773,4.0403e-14,-1.68967e-15,-25.226,-23.935,95.5897,50.5751,10.4565,-32.9795,-30.4428,7.12502,-6.19438,-0.553403,-73.3565,-2.74667,23.6838,77.0388,-14.5024,-8.88984,-13.9282,-20.4042,-2.76732,-25.3114,41.7411,-38.0884,20.4249,-9.38993
0.872932,15.8017,-43.6766,24.1514,4.58402,0.0143327,-1.96435,-3.07896,-0.365429,-2.59537,-4.09098,2.13886,-1.38099,-2.02621,2.36261,-12.2656,-2.56336,-7.69378,3.66136,-2.72314,6.96564,3.27479,-1.15176,3.20062,-3.64273e-14,6.85807e-15,-45.2781,1.12909,-83.8572,41.1142,2.19388,-28.6135,-46.2781,7.12502,-1.97845,-76.2486,-3.64273e-14,6.85807e-15,-25.2282,-23.9325,95.4483,51.5342,11.3024,-32.8467,-31.953,7.12502,-6.06624,-2.05983,-73.1287,-2.76508,23.9281,77.5777,-15.2624,-7.88374,-13.1691,-19.8301,-2.56141,-25.0744,41.6454,-37.8943,20.0825,-11.0845
0.857651,15.7922,-43.5322,24.3111,4.83299,-0.158194,-1.51826,-3.34151,0.0316547,-2.98471,-4.43262,2.29786,-2.03429,-2.19682,2.34741,-12.3891,-2.39731,-8.01777,4.03617,-2.45972,7.02399,3.39328,-1.02216,3.28905,-3.07744e-14,1.26228e-14,-45.9067,1.87459,-84.0538,41.7673,2.19968,-28.3517,-46.4755,7.12502,-1.7256,-76.4482,-3.07744e-14,1.26228e-14,-25.7797,-23.4766,95.3907,52.6322,12.0178,-32.748,-32.9242,7.12502,-5.97089,-3.02832,-72.9074,-2.81083,24.3783,78.0999,-15.8846,-6.85816,-11.8372,-19.4449,-2.21226,-24.5965,41.6132,-37.4177,19.654,-13.9053
0.838291,15.7824,-43.3838,24.5184,5.11767,-0.0743836,-1.14057,-3.31805,0.118462,-3.00338,-4.39754,2.21098,-2.27981,-2.17989,2.23632,-13.9777,-2.62865,-7.67355,4.81111,-2.72855,6.85097,3.89597,-1.13045,3.15327,-1.47598e-14,-2.43511e-15,-45.815,1.41949,-84.0433,42.2615,2.1633,-27.6163,-47.6757,7.12502,-1.01533,-77.6531,-1.47598e-14,-2.43511e-15,-25.5484,-24.2666,95.1575,53.6885,12.8702,-32.6626,-33.8355,7.12502,-5.88843,-3.93737,-72.6771,-2.9503,24.5932,78.6819,-16.3361,-5.99693,-10.4322,-19.1712,-1.88199,-24.3332,41.7076,-36.9414,19.0168,-15.4084
0.822731,15.7667,-43.2222,24.3791,5.31246,-0.164856,-1.50053,-3.50091,0.323992,-2.70361,-4.65002,2.28727,-1.77024,-2.31386,2.16285,-13.9477,-2.5143,-7.92749,4.4959,-2.53119,6.98129,3.78544,-1.03122,3.25022,3.23025e-16,1.8313e-14,-45.5229,1.8019,-84.218,42.7042,2.05949,-28.7388,-46.4367,7.12502,-2.09941,-76.4061,3.23025e-16,1.8313e-14,-25.3788,-24.0739,94.7132,54.8744,13.1524,-32.693,-34.0766,7.12502,-5.91785,-4.17926,-71.8758,-2.95345,25.0218,79.1107,-16.3736,-6.01303,-11.6725,-18.5434,-1.53,-23.925,41.9783,-36.6169,18.2305,-17.8777
0.806973,15.7463,-43.0875,24.5229,5.07675,-0.369694,-1.24941,-3.36603,0.489934,-3.52483,-4.45314,2.24058,-2.78108,-2.21215,2.07761,-11.0097,-2.2314,-7.86106,3.61103,-2.33675,6.90395,3.0308,-0.987455,3.24015,2.59538e-14,-1.42876e-14,-47.1855,1.68238,-84.253,43.3852,2.01629,-28.5176,-46.9539,7.12502,-1.88582,-76.9254,2.59538e-14,-1.42876e-14,-27.3456,-23.936,95.1317,56.3761,12.3081,-33.1201,-33.7082,7.12502,-6.33013,-3.82282,-71.5343,-2.55576,25.3894,79.5719,-16.0624,-5.87383,-12.8934,-18.4453,-1.15435,-23.5938,42.4209,-36.2811,17.1717,-18.5653
0.778463,15.7293,-42.9437,24.6391,5.14454,-0.409989,-1.16253,-3.41031,0.523772,-3.20996,-4.51454,2.30527,-2.50017,-2.24489,2.11711,-12.8101,-2.29599,-7.90013,4.12485,-2.29863,6.80803,3.47052,-0.943611,3.21246,-5.45105e-14,1.14301e-14,-46.1641,1.61248,-84.2915,43.7035,1.821,-27.3855,-48.5927,7.12502,-0.792461,-78.5709,-5.45105e-14,1.14301e-14,-26.6493,-24.0332,94.5915,57.2682,13.3064,-33.1395,-34.2602,7.12502,-6.34889,-4.37539,-71.0032,-2.34177,25.7222,80.0297,-15.571,-5.86274,-13.0358,-18.4053,-0.830893,-23.1622,43.0519,-36.0953,15.6586,-19.2886
0.758287,15.7093,-42.778,24.5888,5.14837,-0.472467,-0.712618,-3.37815,0.599522,-3.56723,-4.45574,2.35062,-3.12658,-2.21229,2.16848,-12.4009,-2.28311,-7.93088,4.21464,-2.29242,6.58662,3.42892,-0.958932,3.15065,1.36789e-14,2.98177e-15,-46.6538,1.69467,-84.3108,44.1864,1.59755,-27.8113,-46.0635,7.12502,-1.20363,-76.0399,1.36789e-14,2.98177e-15,-27.632,-23.7752,94.7819,58.2527,13.9791,-33.6141,-34.767,7.12502,-6.8071,-4.89647,-70.1443,-2.21477,26.0674,80.4539,-15.148,-5.574,-16.9591,-18.1121,-0.405805,-22.7854,43.7442,-35.7648,14.4308,-20.9192
0.731276,15.6811,-42.6269,24.9951,5.06961,-0.464318,-0.737432,-3.34967,0.620649,-3.5177,-4.41801,2.38588,-3.06136,-2.19407,2.18832,-13.8624,-2.4072,-7.87871,4.55726,-2.34742,6.30768,3.76534,-0.976906,3.04605,4.30245e-14,-7.30534e-15,-45.8959,1.79792,-84.4298,44.4598,1.57917,-27.9787,-47.8877,7.12502,-1.36537,-77.863,4.30245e-14,-7.30534e-15,-27.4838,-23.4264,94.4497,58.7084,13.8989,-34.5326,-36.1345,7.12502,-7.69367,-6.2945,-69.8118,-1.90017,26.356,80.755,-14.7968,-5.28357,-16.8638,-18.5572,0.338434,-22.4724,44.5979,-34.8594,13.3702,-24.0858
0.714372,15.6615,-42.4395,24.8483,5.14258,-0.572134,-0.78984,-3.32292,0.886889,-3.36983,-4.38226,2.39893,-2.89903,-2.18393,2.04351,-14.4447,-2.45293,-7.72193,4.63095,-2.3641,5.93798,3.87383,-0.993494,2.90164,-3.68994e-14,9.83984e-15,-45.6384,1.95329,-84.5645,44.8166,1.53666,-27.2281,-49.7779,7.12502,-0.640382,-79.7567,-3.68994e-14,9.83984e-15,-27.8613,-23.1187,94.4022,59.0202,15.4151,-35.5262,-40.3656,7.12502,-8.65263,-10.5629,-68.3704,-1.87123,26.7906,80.7987,-15.0797,-5.17491,-18.6745,-18.2239,1.39075,-21.9324,45.5117,-33.8807,12.1832,-26.462
0.691409,15.6392,-42.2565,24.8498,5.33257,-0.597436,-1.11578,-3.39646,0.977087,-3.84427,-4.47679,2.4481,-3.20762,-2.23197,2.04545,-11.9687,-2.21415,-7.7467,3.81233,-2.18154,5.69416,3.21492,-0.947666,2.85321,-1.74682e-14,1.799e-14,-46.689,2.41853,-84.7835,45.3101,1.47359,-28.2805,-49.0798,7.12502,-1.65683,-79.0531,-1.74682e-14,1.799e-14,-29.6266,-22.1648,94.6577,59.4576,16.7351,-35.6652,-42.6268,7.12502,-8.78674,-12.8297,-67.0902,-1.83147,27.1485,80.658,-16.2957,-5.41614,-19.689,-18.2578,1.79689,-21.3914,46.7193,-32.857,10.5981,-28.1441
0.669419,15.6174,-42.0719,24.9466,5.3808,-0.698855,-1.3076,-3.22604,1.24146,-3.6218,-4.25663,2.39539,-2.89828,-2.13081,1.81925,-13.2004,-2.43057,-7.65124,4.24352,-2.39291,5.51935,3.55261,-1.04437,2.76309,3.08116e-15,4.67144e-15,-45.9029,2.20942,-84.8299,45.5408,1.35534,-28.6977,-48.3297,7.12502,-2.05978,-78.2995,3.08116e-15,4.67144e-15,-29.5127,-21.6054,94.2073,59.6558,18.1718,-34.9833,-43.1325,7.12502,-8.12868,-13.3089,-65.9008,-1.63419,27.5108,80.272,-17.8487,-5.90463,-20.9784,-18.583,2.03571,-20.8834,48.1786,-31.72,8.62712,-29.0724
0.64277,15.5944,-41.8843,25.0559,5.46882,-0.820525,-1.59373,-3.25588,1.41074,-3.59803,-4.30095,2.54573,-2.7134,-2.15599,1.8603,-13.5529,-2.39542,-7.98326,4.37464,-2.25964,5.44666,3.6422,-0.984326,2.80198,3.23025e-16,-5.66536e-15,-45.53,2.87127,-84.9682,45.7834,0.906942,-29.0886,-46.8573,7.12502,-2.43729,-76.8231,3.23025e-16,-5.66536e-15,-30.0132,-20.0671,93.9596,59.741,19.7158,-34.3325,-43.1445,7.12502,-7.50052,-13.2975,-64.5801,-1.40919,27.8905,79.692,-19.6231,-6.23199,-20.3424,-19.2519,2.51062,-20.2974,50.2095,-30.3304,6.7977,-30.5319
0.608463,15.5785,-41.6861,25.1546,5.83332,-0.980319,-2.0672,-3.2575,1.58024,-3.53305,-4.31642,2.67187,-2.38348,-2.16684,1.86186,-13.8378,-2.40346,-7.93813,4.50914,-2.23653,5.17571,3.7226,-0.983573,2.71075,-3.83157e-14,9.44227e-15,-45.0567,2.80882,-84.7421,46.3178,2.79261,-28.7038,-47.912,7.12502,-2.06563,-77.8818,-3.83157e-14,9.44227e-15,-30.5803,-19.0718,93.7562,59.5089,20.9836,-33.8891,-41.5203,7.12502,-7.07247,-11.6585,-63.0649,-1.26071,28.3803,78.9638,-21.5574,-6.90304,-19.4162,-20.1071,2.83241,-19.4353,52.5681,-28.3921,4.93004,-31.7128
0.598817,15.5286,-41.5443,26.4432,4.33193,-1.98686,-2.91884,-2.54848,2.30132,-3.72137,-3.39751,2.77394,-2.15541,-1.72285,1.52924,-15.3466,-2.50744,-7.97033,5.16083,-2.24736,4.9918,4.15999,-0.986493,2.65107,-3.62285e-14,5.76476e-15,-43.8381,3.02353,-84.741,46.4718,3.91055,-27.5846,-48.646,7.12502,-0.984727,-78.6235,-3.62285e-14,5.76476e-15,-30.6466,-18.1932,93.3819,58.9974,21.4729,-34.6166,-41.9552,7.12502,-7.77471,-12.1181,-63.4002,0.616238,28.8795,78.2994,-22.766,-7.22053,-18.5784,-22.7539,4.41702,-18.9358,55.5016,-25.5347,3.53535,-31.5886
