root1,root2,root3,root4,root5,root6,lowerback1,lowerback2,lowerback3,upperback1,upperback2,upperback3,thorax1,thorax2,thorax3,lowerneck1,lowerneck2,lowerneck3,upperneck1,upperneck2,upperneck3,head1,head2,head3,rclavicle1,rclavicle2,rhumerus1,rhumerus2,rhumerus3,rradius1,rwrist1,rhand1,rhand2,rfingers1,rthumb1,rthumb2,lclavicle1,lclavicle2,lhumerus1,lhumerus2,lhumerus3,lradius1,lwrist1,lhand1,lhand2,lfingers1,lthumb1,lthumb2,rfemur1,rfemur2,rfemur3,rtibia1,rfoot1,rfoot2,rtoes1,lfemur1,lfemur2,lfemur3,ltibia1,lfoot1,lfoot2,ltoes1
-1.81058,17.119,4.85713,172.894,-78.7316,-171.034,15.893,-4.07892,2.02082,5.22675,-5.48764,-2.61929,-3.76006,-2.83216,-2.84226,0.160344,8.3642,8.91937,5.44543,11.366,-7.65984,2.54128,5.65875,-3.39234,-7.196e-14,-3.02153e-14,-45.4732,-14.9553,-57.4507,92.2939,-38.7293,-9.95722,-31.2569,7.12502,16.0248,-60.6141,-7.196e-14,-3.02153e-14,-36.0941,-1.74834,76.067,76.0529,10.3899,-27.6004,5.89446,7.12502,-0.99993,35.8719,-25.144,8.80674,26.3527,47.9317,-21.6877,-3.91698,-9.55301,-27.6153,9.62743,-20.5987,54.2924,-13.091,-13.4861,-14.26
-1.73436,17.1172,4.82999,169.748,-79.5053,-167.491,16.3525,-4.46768,2.41219,5.1766,-5.91459,-2.43415,-4.10374,-3.04247,-2.74421,0.337858,8.50738,8.90623,5.04635,11.5736,-7.94474,2.42668,5.76259,-3.48097,4.05521e-14,5.56597e-14,-45.1944,-15.132,-57.6758,92.3196,-38.6517,-9.70434,-31.2394,7.12502,16.2683,-60.5769,4.05521e-14,5.56597e-14,-35.1105,-2.44388,75.7127,76.7946,9.98292,-27.664,5.37361,7.12502,-1.06135,35.3507,-25.6527,7.91724,26.9882,47.5815,-21.4897,-3.66939,-9.14673,-29.3212,9.5157,-19.8566,55.9604,-11.9297,-13.896,-18.1329
-1.65681,17.132,4.80699,166.882,-80.4675,-164.037,16.5998,-4.87918,2.603,5.12718,-6.39706,-2.19439,-4.31304,-3.27765,-2.47472,0.453296,8.64207,8.82598,4.58184,11.765,-8.27568,2.30083,5.85681,-3.5729,-3.57812e-15,-7.95139e-15,-44.9428,-15.1328,-57.7876,92.4447,-38.7175,-9.53334,-31.303,7.12502,16.433,-60.627,-3.57812e-15,-7.95139e-15,-33.6549,-3.03429,75.3264,77.5022,9.59867,-27.5136,5.03847,7.12502,-0.916166,35.0162,-26.2597,6.72221,27.396,46.9823,-21.0667,-3.27191,-8.76518,-31.0377,9.02274,-19.3151,57.1598,-10.8564,-14.7131,-21.076
-1.58769,17.166,4.78781,164.142,-81.1601,-160.721,16.7463,-5.12958,2.64862,5.11264,-6.69457,-1.93978,-4.40018,-3.4215,-2.15587,0.505725,8.71757,8.79658,4.24584,11.8712,-8.54103,2.21579,5.90923,-3.65168,5.00937e-14,-9.54166e-15,-44.7617,-15.1095,-57.8102,92.6207,-38.9015,-9.50115,-31.5826,7.12502,16.464,-60.904,5.00937e-14,-9.54166e-15,-31.9446,-3.67111,74.9015,78.3333,9.4999,-27.3774,4.61378,7.12502,-0.784618,34.5921,-26.7517,5.64575,27.7381,46.2643,-20.5864,-2.79605,-8.37783,-32.4735,8.63936,-18.8461,58.2058,-10.2352,-15.6777,-23.1374
-1.52515,17.2162,4.77041,162.069,-81.6099,-158.187,16.8663,-5.27469,2.42913,4.79415,-6.8845,-1.72505,-4.76407,-3.5079,-1.74015,2.36346,8.66321,9.14057,3.35747,11.899,-9.00536,1.70255,5.96769,-3.95121,6.63941e-14,-1.59028e-15,-45.2005,-14.488,-57.7742,92.8254,-39.1067,-9.47453,-31.7376,7.12502,16.4896,-61.0569,6.63941e-14,-1.59028e-15,-30.9189,-4.44988,74.4116,79.4337,9.6927,-27.4142,4.47919,7.12502,-0.820154,34.4574,-26.9956,4.75751,27.9857,45.3288,-20.0335,-2.24321,-7.96776,-33.3893,8.43314,-18.5186,59.0415,-9.94254,-16.5587,-23.8177
-1.46402,17.2752,4.75455,160.344,-82.0735,-156.024,16.9774,-5.24284,2.307,5.18991,-6.8689,-1.50523,-4.35893,-3.5044,-1.45931,1.13726,8.72882,8.86998,3.2899,11.9096,-9.00699,1.86571,5.9465,-3.85153,-8.46823e-14,-1.74931e-14,-44.4428,-14.9003,-57.8891,92.8596,-39.257,-9.62923,-31.6711,7.12502,16.3407,-61.0027,-8.46823e-14,-1.74931e-14,-28.3807,-5.2723,73.9915,80.7746,9.78676,-27.6074,4.63202,7.12502,-1.00673,34.6094,-27.1114,3.87932,28.1455,44.1881,-19.4079,-1.69526,-7.82104,-33.9489,8.29399,-18.3798,59.8421,-10.4649,-16.8448,-25.2805
-1.40232,17.3394,4.73841,157.855,-82.4104,-153.061,17.147,-5.35278,2.06187,4.7289,-7.00744,-1.26351,-4.8883,-3.56133,-0.999024,3.18606,8.63414,9.21468,2.64241,11.8975,-9.36631,1.38426,5.98966,-4.12757,-1.23246e-14,1.59028e-14,-44.8811,-14.0746,-57.8094,92.6934,-39.5166,-9.79435,-31.5028,7.12502,16.1817,-60.8473,-1.23246e-14,1.59028e-14,-27.4164,-6.11482,73.3905,81.9554,9.67815,-27.8628,4.56525,7.12502,-1.25339,34.5413,-27.1896,3.22399,28.4329,42.9018,-18.6052,-1.097,-7.97666,-34.227,8.42436,-18.2065,60.7483,-12.1132,-16.0343,-28.8941
-1.34434,17.4101,4.72421,155.41,-82.6762,-150.217,17.2886,-5.3945,1.92595,5.05101,-7.08995,-1.09527,-4.58515,-3.6069,-0.736908,1.86523,8.76852,9.28055,3.09267,12.0147,-9.3373,1.74383,6.0178,-4.04651,1.14898e-13,1.27222e-14,-43.6413,-14.7599,-58.2169,91.833,-39.4115,-9.54506,-31.1542,7.12502,16.4217,-60.4791,1.14898e-13,1.27222e-14,-24.1384,-6.7732,72.374,82.3487,9.56699,-28.1015,4.45474,7.12502,-1.48391,34.4293,-27.1223,2.71888,28.6923,41.5361,-17.6248,-0.500716,-8.05519,-34.0773,8.69596,-18.0887,61.7973,-13.9791,-14.364,-31.971
-1.29323,17.4849,4.71853,153.934,-83.0936,-148.367,17.3066,-5.49081,1.71223,5.17732,-7.25213,-1.00985,-4.42885,-3.68775,-0.50185,1.50103,8.80581,9.38071,3.26868,12.0478,-9.28763,1.86094,6.0269,-4.02277,-2.50469e-14,-1.59028e-14,-42.7515,-15.3118,-58.5393,90.8842,-39.1364,-9.10496,-30.785,7.12502,16.8454,-60.0743,-2.50469e-14,-1.59028e-14,-21.1565,-7.41885,71.2665,82.5125,9.227,-28.281,4.29783,7.12502,-1.65729,34.2711,-26.9884,2.01427,28.7081,40.1614,-16.7377,-0.340327,-8.16885,-33.5444,8.86804,-18.2562,62.9362,-14.9448,-12.3772,-32.3598
-1.23934,17.5562,4.71605,152.598,-83.3896,-146.517,17.2647,-5.61896,1.49613,4.7528,-7.42286,-0.890403,-4.82183,-3.75807,-0.199192,3.16835,8.74428,9.50615,2.81257,12.0545,-9.23542,1.46186,6.07016,-4.12108,1.63003e-14,2.22639e-14,-42.9068,-14.9591,-58.5852,90.3105,-39.0113,-9.00977,-30.4772,7.12502,16.937,-59.7587,1.63003e-14,2.22639e-14,-19.4216,-8.04224,70.2187,82.9043,8.87092,-28.2565,4.1725,7.12502,-1.63364,34.146,-27.0749,1.42383,28.7686,38.8591,-16.0301,-0.234777,-8.93678,-32.9244,9.18112,-18.4242,64.1262,-14.8136,-10.6215,-30.3535
