root1,root2,root3,root4,root5,root6,lowerback1,lowerback2,lowerback3,upperback1,upperback2,upperback3,thorax1,thorax2,thorax3,lowerneck1,lowerneck2,lowerneck3,upperneck1,upperneck2,upperneck3,head1,head2,head3,rclavicle1,rclavicle2,rhumerus1,rhumerus2,rhumerus3,rradius1,rwrist1,rhand1,rhand2,rfingers1,rthumb1,rthumb2,lclavicle1,lclavicle2,lhumerus1,lhumerus2,lhumerus3,lradius1,lwrist1,lhand1,lhand2,lfingers1,lthumb1,lthumb2,rfemur1,rfemur2,rfemur3,rtibia1,rfoot1,rfoot2,rtoes1,lfemur1,lfemur2,lfemur3,ltibia1,lfoot1,lfoot2,ltoes1
0.3703,16.4004,-14.3706,30.6706,-5.23012,-3.94429,-16.512,1.81326,-3.82256,-6.28204,2.97235,0.336246,2.33178,1.53487,3.04717,-9.10989,-1.32329,0.389994,42.4901,-3.79032,3.90843,17.1378,-0.985408,1.08547,-2.6339e-15,5.1684e-15,-49,2.13687,-82.4994,18.4058,-24.2669,3.51758,8.58407,7.12502,28.955,-19.1874,-2.6339e-15,5.1684e-15,-47.6841,-8.28719,79.9821,53.9424,23.1413,8.35217,13.459,7.12502,33.5618,40.3389,-21.3972,-0.919831,32.3849,39.1162,18.2163,-17.7683,21.4298,-55.502,4.58195,-32.0029,40.7042,-45.8581,29.0621,19.3908
0.373537,16.3991,-14.3439,30.4545,-4.84223,-3.61466,-16.3704,1.61473,-3.83593,-6.26315,2.70853,0.30277,2.29891,1.40339,2.9682,-8.81122,-1.32256,0.680526,42.3204,-3.76684,3.69645,16.9489,-0.965271,0.937572,-3.22031e-14,-1.11319e-14,-49.0942,2.17011,-82.3532,18.416,-23.5943,5.29715,7.86542,7.12502,30.6534,-19.6015,-3.22031e-14,-1.11319e-14,-48.183,-9.07887,80.2755,54.5422,23.5459,9.52724,14.4183,7.12502,34.6778,41.049,-21.0037,-1.34846,32.2268,38.9567,18.3961,-17.6634,20.3697,-55.0861,4.68779,-32.4188,40.5318,-45.6376,29.1885,18.8684
0.372511,16.3977,-14.3326,30.4644,-4.75537,-3.52689,-15.891,1.45669,-3.85911,-6.42331,2.47653,0.429138,1.88671,1.30185,3.05109,-9.09217,-1.24584,0.662345,42.516,-3.58894,3.49597,17.1203,-0.916249,0.880189,-8.59744e-15,5.1684e-15,-49.0591,2.57649,-82.2359,18.1062,-22.6951,6.6292,8.19671,7.12502,31.9227,-19.0247,-8.59744e-15,5.1684e-15,-48.5878,-9.34796,80.5068,54.724,23.5488,10.8784,14.8629,7.12502,35.959,41.1895,-20.9708,-1.33342,32.1935,38.9304,19.8834,-17.923,24.9528,-55.0727,4.96304,-32.7078,40.4462,-45.2361,29.5022,17.7818
0.370215,16.3981,-14.3185,30.6373,-4.90664,-3.34611,-15.4789,1.57427,-3.88326,-6.85925,2.61679,0.227388,1.20547,1.39312,2.84706,-8.97408,-1.36094,0.689171,42.7057,-3.82065,3.59456,17.2111,-0.991751,0.887295,-2.44008e-14,-7.55382e-15,-49.6268,2.38104,-82.2386,17.6896,-21.4234,7.59789,9.31068,7.12502,32.8446,-17.7222,-2.44008e-14,-7.55382e-15,-49.197,-10.4622,80.785,54.6054,23.2953,12.3885,15.0867,7.12502,37.3881,41.0498,-21.1013,-1.09189,31.9464,38.8696,20.0463,-17.9062,25.1178,-55.2179,5.14197,-33.0938,40.4086,-44.8773,29.4685,17.6995
0.372852,16.3969,-14.2999,30.7608,-5.0047,-3.31001,-15.9239,1.53453,-3.9157,-6.64283,2.58712,0.350781,1.66378,1.36602,3.01424,-9.11364,-1.3391,0.541313,42.5244,-3.72954,3.56008,17.1397,-0.98358,0.908783,2.83268e-15,-5.36719e-15,-49.2675,3.06011,-82.3487,17.491,-20.8347,8.79925,9.96177,7.12502,33.9866,-16.825,2.83268e-15,-5.36719e-15,-48.8587,-10.9149,81.1589,54.1906,22.9487,13.7607,15.8146,7.12502,38.6838,41.4245,-21.1065,-1.0324,31.8319,38.7948,18.3,-17.3852,20.0579,-55.2858,5.22686,-33.2454,40.4498,-44.8837,29.0639,18.5249
0.383344,16.3957,-14.2907,31.0103,-5.29712,-3.66601,-16.1344,1.64539,-3.48873,-6.64014,2.67201,0.514174,1.78481,1.40039,2.96805,-9.1173,-1.27106,0.500682,42.431,-3.56051,3.43114,17.0766,-0.939848,0.882922,1.54555e-14,3.18055e-15,-49.2497,3.91752,-82.5839,17.698,-20.5834,10.3126,9.91613,7.12502,35.4228,-16.5401,1.54555e-14,3.18055e-15,-49.0713,-11.1951,81.5672,54.2312,22.7111,14.9397,17.253,7.12502,39.7949,42.5406,-21.2223,-0.875186,31.9474,38.7356,19.0227,-17.3196,21.4161,-55.583,5.36515,-33.0166,40.5076,-45.1396,29.2466,18.2739
0.387212,16.3929,-14.2774,31.231,-5.32537,-3.82292,-16.1488,1.62728,-3.25368,-6.77182,2.60681,0.644801,1.66308,1.3701,2.95902,-9.22025,-1.21942,0.559755,42.5491,-3.45359,3.28843,17.1619,-0.903262,0.825866,-1.50579e-14,-2.18663e-15,-49.4891,4.46783,-82.7229,18.0526,-19.9878,11.5157,9.72884,7.12502,36.5625,-16.4475,-1.50579e-14,-2.18663e-15,-49.6753,-11.5691,82.0111,54.4934,22.6952,15.5706,18.1848,7.12502,40.3885,43.2925,-21.3166,-0.767527,32.0675,38.6676,18.4474,-17.1242,20.0355,-55.8116,5.46285,-32.9344,40.5431,-44.9431,29.0193,18.2818
0.383867,16.392,-14.2625,31.3397,-5.25606,-3.64076,-16.0679,1.51551,-3.43919,-6.84063,2.48174,0.689714,1.54538,1.31511,3.08526,-9.39647,-1.21533,0.710459,42.5953,-3.42769,3.11237,17.2247,-0.8891,0.721804,-3.21037e-14,-1.59028e-15,-49.5498,4.83186,-82.8569,18.0806,-19.5009,12.5733,9.70279,7.12502,37.5628,-16.2141,-3.21037e-14,-1.59028e-15,-49.9697,-12.2119,82.5127,54.3529,22.6713,16.0574,18.3314,7.12502,40.8461,43.2966,-21.4221,-0.708852,31.9664,38.6652,20.918,-18.2324,27.1128,-55.8576,5.52055,-33.1934,40.4976,-44.5766,28.7063,18.3866
0.379396,16.3944,-14.2441,31.4236,-5.26407,-3.5289,-16.0295,1.41962,-3.53259,-6.85548,2.36497,0.754742,1.51085,1.26014,3.18548,-9.57077,-1.16058,0.687629,42.5415,-3.29867,3.00608,17.2315,-0.853447,0.69644,-2.21148e-14,-5.36719e-15,-49.4617,5.18934,-82.9013,17.9221,-19.0029,13.7199,9.56366,7.12502,38.6454,-16.057,-2.21148e-14,-5.36719e-15,-50.1103,-12.8052,83.0081,53.8822,21.9572,16.6361,18.1351,7.12502,41.3894,42.9264,-21.5026,-0.522523,31.9141,38.6518,18.3523,-18.1684,20.7726,-55.866,5.60504,-33.3678,40.4264,-44.4567,28.6223,18.3748
0.379083,16.3969,-14.224,31.5325,-5.4628,-3.31007,-15.8808,1.43927,-3.66553,-7.04814,2.40441,0.669107,1.2227,1.29082,3.16616,-9.54343,-1.14109,0.731752,42.605,-3.29162,3.02229,17.2612,-0.840568,0.698258,3.11843e-14,1.31198e-14,-49.7803,5.41047,-83.0625,18.0211,-18.6243,14.7982,9.09105,7.12502,39.6616,-16.2362,3.11843e-14,1.31198e-14,-50.7323,-13.8145,83.7884,53.2591,20.4118,16.6236,16.658,7.12502,41.3777,41.4531,-21.5656,-0.357728,31.632,38.6126,20.9597,-19.1263,27.3901,-55.876,5.7167,-33.738,40.3647,-44.7224,28.5017,18.5939
