root1,root2,root3,root4,root5,root6,lowerback1,lowerback2,lowerback3,upperback1,upperback2,upperback3,thorax1,thorax2,thorax3,lowerneck1,lowerneck2,lowerneck3,upperneck1,upperneck2,upperneck3,head1,head2,head3,rclavicle1,rclavicle2,rhumerus1,rhumerus2,rhumerus3,rradius1,rwrist1,rhand1,rhand2,rfingers1,rthumb1,rthumb2,lclavicle1,lclavicle2,lhumerus1,lhumerus2,lhumerus3,lradius1,lwrist1,lhand1,lhand2,lfingers1,lthumb1,lthumb2,rfemur1,rfemur2,rfemur3,rtibia1,rfoot1,rfoot2,rtoes1,lfemur1,lfemur2,lfemur3,ltibia1,lfoot1,lfoot2,ltoes1
2.7023,17.0386,26.1091,-158.376,-59.1987,176.763,-7.33742,0.930161,-5.54254,-9.65186,0.636611,-2.09433,-6.07818,0.30389,0.943955,-17.5717,-8.4936,-8.64469,25.5963,-11.5964,5.21577,12.1753,-5.59109,1.47263,1.21756e-14,-1.74931e-14,176.951,-64.1252,144.8,12.1792,104.91,-6.71979,5.0049,7.12502,19.1403,-24.0733,1.21756e-14,-1.74931e-14,-11.5094,29.6281,3.63885,17.9202,-54.1245,0.648665,29.3017,7.12502,26.2115,57.5117,-41.1433,2.58423,23.7741,40.6495,-7.19425,-21.3405,-8.63761,-17.271,-4.61033,-7.77932,29.7973,-57.5533,20.6356,38.767
2.71877,17.2225,25.9767,-157.765,-58.7281,175.981,-7.80474,0.626908,-6.14951,-9.33735,0.331401,-1.87546,-5.47495,0.187354,1.51042,-17.783,-8.11222,-8.22358,25.5997,-11.0296,4.82418,12.117,-5.34049,1.35445,-3.47376e-14,-5.96354e-14,175.297,-61.2548,147.038,12.3332,107.526,-7.17744,6.26336,7.12502,18.7002,-22.8578,-3.47376e-14,-5.96354e-14,-12.762,29.5297,2.70959,17.9398,-53.9123,0.403415,29.2789,7.12502,25.9767,57.5236,-39.8393,2.73308,23.5451,38.5475,-4.02843,-20.4583,-12.5641,-17.6538,-4.41741,-9.84077,29.732,-55.3967,21.1382,38.0129
2.74437,17.3899,25.8364,-158.038,-58.3406,176.082,-7.87277,0.584803,-6.3204,-9.22804,0.30527,-1.77906,-5.32188,0.186312,1.70653,-17.7053,-7.96801,-7.72272,25.8157,-10.932,4.52791,12.1245,-5.29547,1.18265,-5.08889e-14,7.95139e-16,175.556,-58.9401,147.522,12.5538,109.349,-7.13905,7.3512,7.12502,18.7371,-21.7664,-5.08889e-14,7.95139e-16,-13.1897,29.111,2.19253,17.8683,-53.7664,0.168587,29.2128,7.12502,25.7518,57.4903,-38.5456,2.68918,23.8868,36.5724,-0.881322,-19.0987,-15.2923,-18.1413,-3.70546,-11.3805,29.9681,-52.7437,21.6931,37.3819
2.77008,17.567,25.6857,-158.514,-58.1302,176.213,-7.3701,0.805812,-6.26223,-9.44436,0.519071,-2.01162,-5.85171,0.290762,1.43031,-16.9201,-7.99399,-6.88976,26.1014,-11.2574,4.17099,12.0201,-5.44584,0.888687,-2.68856e-14,4.69132e-14,178.277,-60.6599,145.867,12.5336,106.967,-6.78753,7.59393,7.12502,19.0752,-21.4907,-2.68856e-14,4.69132e-14,-12.5667,27.4018,2.27957,17.7804,-52.9962,-0.03521,28.9665,7.12502,25.5566,57.2721,-37.0915,3.44154,24.0446,34.7442,1.69182,-19.125,-12.021,-18.4742,-2.6343,-12.8297,30.1321,-48.2586,23.8936,35.4898
2.7987,17.7347,25.5502,-158.432,-57.7645,175.75,-6.95241,1.00878,-6.43473,-9.56954,0.724509,-2.32702,-6.24195,0.397207,1.19213,-16.5652,-7.95227,-6.9137,26.7112,-11.4817,4.62806,12.2375,-5.51921,1.02388,-1.44119e-15,1.59028e-15,180.573,-61.5366,144.434,12.4869,104.988,-6.69902,7.31622,7.12502,19.1603,-21.76,-1.44119e-15,1.59028e-15,-11.9622,25.8348,2.38576,17.6202,-52.1729,-0.0521796,28.5059,7.12502,25.5404,56.8138,-36.0244,3.47983,24.0326,33.2209,4.24128,-19.0246,-6.6959,-18.8907,-2.03929,-14.6266,30.398,-44.0735,25.0329,33.9409
2.82922,17.8817,25.4285,-158.251,-57.3365,175.183,-6.72744,1.05349,-6.77615,-9.55031,0.769395,-2.41108,-6.36428,0.441118,1.29029,-16.6814,-7.80871,-7.81542,27.6218,-11.4633,5.58463,12.7581,-5.49402,1.50846,-1.12711e-13,-2.22639e-14,181.74,-62.3412,144.058,12.4165,102.735,-6.32859,7.42057,7.12502,19.5165,-21.6199,-1.12711e-13,-2.22639e-14,-12.0183,25.4952,2.24646,17.4218,-52.3714,-0.0793743,27.9138,7.12502,25.5143,56.2254,-35.1691,2.90904,24.157,31.9951,9.36602,-17.4107,-13.4332,-19.2943,-1.68972,-16.511,30.5401,-39.9917,26.0884,31.9287
2.85767,18.0197,25.309,-158.495,-57.0662,175.123,-6.50381,1.09784,-6.74585,-9.58232,0.804146,-2.4334,-6.52712,0.45998,1.24641,-16.277,-7.63431,-8.10998,28.1401,-11.391,5.93829,12.9262,-5.48003,1.71153,-4.03533e-14,-3.26007e-14,182.813,-61.9998,143.757,12.4664,101.744,-6.05907,8.22536,7.12502,19.7756,-20.7886,-4.03533e-14,-3.26007e-14,-12.0119,23.0848,2.34914,17.4594,-50.6061,0.117803,28.2018,7.12502,25.7032,56.4863,-34.4243,2.70933,24.3675,31.1151,15.9311,-13.7296,-28.7164,-19.6328,-1.24836,-18.0139,30.5377,-35.6431,26.846,30.4409
2.89419,18.1751,25.1842,-159.072,-56.7643,175.581,-6.30179,1.2099,-6.54139,-9.63953,0.933663,-2.36918,-6.70608,0.519641,1.19657,-15.63,-7.45542,-7.60548,28.2768,-11.305,5.66871,12.7841,-5.45983,1.56486,1.28663e-13,9.78021e-14,183.918,-61.891,143.446,12.417,100.661,-5.86175,8.34596,7.12502,19.9652,-20.6484,1.28663e-13,9.78021e-14,-11.822,19.6185,2.83746,17.6567,-47.474,0.386902,28.9865,7.12502,25.9609,57.2335,-34.1483,3.59421,24.1973,30.4323,10.1044,-21.3075,15.9006,-20.0717,-0.791381,-19.1424,30.454,-31.9848,26.7797,29.2222
2.93398,18.3392,25.0585,-159.914,-56.4683,176.484,-6.15235,1.29566,-6.14676,-9.67968,1.0459,-2.15456,-6.82886,0.56481,1.1998,-15.3299,-7.29574,-7.22171,28.56,-11.1495,5.28597,12.77,-5.41979,1.39273,-3.41413e-14,2.3059e-14,183.884,-60.3502,144.25,12.5518,101.281,-5.43213,7.90064,7.12502,20.3782,-21.0501,-3.41413e-14,2.3059e-14,-11.89,17.1741,3.2241,17.8714,-45.0932,0.540754,29.5218,7.12502,26.1082,57.7471,-34.1862,4.79197,24.0216,29.9104,-1.25116,-26.1042,46.7368,-20.7014,-0.44812,-19.9584,30.4447,-28.7228,26.6346,23.7431
2.97415,18.4773,24.9388,-160.621,-56.2277,177.455,-6.229,1.24212,-5.6859,-9.72103,0.993681,-1.78302,-6.81374,0.525105,1.33539,-15.3824,-7.10683,-7.26562,29.1559,-10.8519,4.94623,12.9815,-5.3462,1.31254,-4.16951e-14,6.36111e-15,182.306,-55.9035,146.509,12.9676,105.078,-5.40294,7.40296,7.12502,20.4062,-21.5448,-4.16951e-14,6.36111e-15,-12.4607,17.1749,3.16251,17.8,-45.2664,0.518276,29.2494,7.12502,26.0867,57.4779,-34.4332,5.88587,23.9898,29.5961,-5.76384,-27.6102,49.5277,-21.5915,-0.145624,-20.6742,30.4774,-25.9671,26.543,26.6424
