root1,root2,root3,root4,root5,root6,lowerback1,lowerback2,lowerback3,upperback1,upperback2,upperback3,thorax1,thorax2,thorax3,lowerneck1,lowerneck2,lowerneck3,upperneck1,upperneck2,upperneck3,head1,head2,head3,rclavicle1,rclavicle2,rhumerus1,rhumerus2,rhumerus3,rradius1,rwrist1,rhand1,rhand2,rfingers1,rthumb1,rthumb2,lclavicle1,lclavicle2,lhumerus1,lhumerus2,lhumerus3,lradius1,lwrist1,lhand1,lhand2,lfingers1,lthumb1,lthumb2,rfemur1,rfemur2,rfemur3,rtibia1,rfoot1,rfoot2,rtoes1,lfemur1,lfemur2,lfemur3,ltibia1,lfoot1,lfoot2,ltoes1
2.11174,18.3945,45.6441,-5.31461,12.2513,-2.94171,16.8758,-4.31554,-5.91181,-4.76801,-6.7784,2.86393,-13.8301,-2.46092,8.47585,11.3089,-21.9729,-12.4402,6.28154,-30.9658,6.72451,3.0947,-15.7542,3.08497,4.53478e-14,-9.14409e-15,-93.275,-85.9216,56.1101,33.3281,-53.0973,-11.3433,-5.47359,7.12502,14.6898,-34.9332,4.53478e-14,-9.14409e-15,-56.6105,10.99,67.4867,47.7147,10.6092,-7.41226,52.5749,7.12502,18.4743,81.7177,-0.513195,1.24045,22.8369,25.7248,-19.4349,-23.9354,13.9437,-3.3198,-10.4429,-17.055,26.3015,-13.8987,3.23826,-15.3
2.12792,18.3908,45.6342,-5.22124,12.5093,-2.61402,16.9246,-4.39161,-5.9693,-4.75919,-6.9155,2.71808,-13.8371,-2.52718,8.38072,11.2462,-21.9866,-12.4133,6.29273,-30.9758,6.73681,3.10616,-15.7571,3.07681,4.12478e-15,-3.04141e-14,-107.392,-86.0123,70.0876,33.5679,-52.1166,-12.3709,-4.14815,7.12502,13.6995,-33.6772,4.12478e-15,-3.04141e-14,-56.5013,11.0374,67.5054,47.8684,10.4106,-7.22089,52.7122,7.12502,18.6584,81.8374,-0.579423,0.705616,22.2919,25.8496,-19.3387,-23.5788,13.5736,-3.3276,-10.426,-17.4779,26.2014,-13.7461,3.09828,-15.4259
2.12405,18.3878,45.6397,-5.40747,12.3888,-2.7104,15.529,-4.42097,-6.30923,-3.77989,-6.8961,2.82959,-11.8088,-2.67143,8.41557,10.9977,-21.9764,-12.1336,5.29055,-30.8848,7.51032,2.90338,-15.6922,3.287,-6.40087e-14,2.98177e-15,-122.963,-86.6227,85.491,33.2031,-52.3004,-11.7147,-5.37249,7.12502,14.3319,-34.8578,-6.40087e-14,2.98177e-15,-55.0886,11.8125,67.5426,47.8622,9.95015,-7.02154,53.4552,7.12502,18.8501,82.5618,-0.373255,0.976994,22.4877,25.8491,-19.5102,-23.7264,13.9088,-3.12701,-10.2686,-17.3422,26.1843,-13.7611,3.00571,-14.6388
2.12111,18.3866,45.6369,-5.45447,12.2857,-2.79717,17.2307,-4.27012,-5.96016,-4.79268,-6.75875,2.79172,-14.0823,-2.42919,8.46437,11.3693,-21.9586,-12.4515,6.37572,-30.9484,6.57451,3.09193,-15.7483,3.05323,4.09496e-14,-1.78906e-15,-105.109,-85.8515,67.917,33.3999,-51.9877,-12.2052,-4.69058,7.12502,13.8593,-34.2088,4.09496e-14,-1.78906e-15,-56.6447,10.939,67.4805,48.2262,9.82162,-6.57944,54.1716,7.12502,19.2753,83.2364,-0.337629,1.23928,22.6591,25.853,-19.6659,-23.8213,14.3912,-3.08376,-10.2863,-17.2307,26.1489,-13.7673,3.04281,-14.5303
2.12474,18.3906,45.6397,-5.43697,12.2955,-2.83295,17.1672,-4.24343,-5.87474,-5.00388,-6.71359,2.74647,-14.3189,-2.39545,8.36604,12.07,-21.8556,-12.5427,6.31089,-30.8825,6.49978,2.9679,-15.7347,3.13707,6.85807e-14,3.29983e-14,-127.927,-85.0283,90.5804,34.1659,-49.9936,-10.3799,-7.07601,7.12502,15.6178,-36.4655,6.85807e-14,3.29983e-14,-57.166,10.3867,67.6057,48.6486,10.1017,-6.74693,54.3814,7.12502,19.1142,83.4622,-0.330679,1.2126,22.6723,25.7961,-19.652,-23.865,14.4162,-3.11726,-10.2654,-17.2018,26.1807,-13.7594,3.09369,-14.6396
2.12502,18.3959,45.6367,-5.45445,12.3294,-2.86268,17.2351,-4.26204,-5.8768,-4.84046,-6.72817,2.80899,-14.1541,-2.41467,8.43494,11.0823,-21.9813,-12.2805,6.91518,-30.926,6.04151,3.19129,-15.7331,2.84852,-1.44119e-15,-1.98785e-16,-126.815,-85.3299,89.51,33.8336,-50.5708,-9.73575,-7.48819,7.12502,16.2381,-36.8282,-1.44119e-15,-1.98785e-16,-56.8993,10.5521,67.7236,48.8483,10.1469,-6.74272,54.0745,7.12502,19.1182,83.1549,-0.349538,1.27605,22.7159,25.7709,-19.6095,-23.9935,14.3494,-3.16185,-10.3579,-17.1648,26.2036,-13.8109,3.1195,-14.1599
2.12665,18.391,45.6314,-5.44134,12.2636,-2.87928,15.7569,-4.36679,-6.25418,-3.64304,-6.80278,2.98477,-11.7896,-2.62847,8.55517,9.85601,-21.9878,-11.6977,5.63677,-30.7332,6.95059,3.01072,-15.5823,2.98128,4.52484e-14,-1.0138e-14,-152.384,-85.4994,114.781,33.7283,-50.7164,-9.6459,-7.10282,7.12502,16.3246,-36.4357,4.52484e-14,-1.0138e-14,-54.934,11.7179,67.9014,48.7399,10.1219,-6.82746,54.0384,7.12502,19.0368,83.1267,-0.372666,1.33391,22.7411,25.7862,-19.7018,-23.8868,14.5606,-3.20598,-10.2101,-17.1163,26.1868,-13.8648,2.93647,-14.1734
2.13454,18.3905,45.625,-5.34747,12.3248,-2.79764,17.2906,-4.25992,-5.76567,-4.91857,-6.71398,2.7448,-14.3038,-2.40805,8.31033,11.6836,-21.8284,-12.3686,6.12904,-30.784,6.62459,2.95156,-15.6712,3.13,-1.07841e-14,-2.32578e-14,-97.1418,-85.4865,59.7662,33.514,-52.9555,-9.83265,-6.45647,7.12502,16.1448,-35.8041,-1.07841e-14,-2.32578e-14,-56.8483,10.4717,67.7005,49.0222,10.066,-6.6997,54.3644,7.12502,19.1596,83.4407,-0.435021,1.10582,22.5646,25.7885,-19.8008,-23.5321,14.9636,-3.31992,-10.3425,-17.2395,26.183,-13.9631,2.58428,-14.0735
2.15034,18.3979,45.6153,-5.06016,12.557,-2.26933,15.7336,-4.44717,-6.37556,-4.03611,-6.98665,2.66029,-12.2241,-2.67809,8.33328,11.0202,-21.7578,-12.1129,5.3529,-30.5886,7.39144,2.86966,-15.5463,3.28332,6.73383e-15,-7.35503e-15,-95.5971,-86.4663,57.6375,33.8023,-54.0865,-10.454,-6.03426,7.12502,15.5464,-35.4293,6.73383e-15,-7.35503e-15,-55.3982,11.3328,67.6788,49.0678,9.9314,-6.31341,54.4131,7.12502,19.5311,83.4521,-0.679406,0.481507,21.7656,25.8165,-19.442,-23.2275,14.2269,-3.56032,-10.5841,-17.8904,26.1863,-14.0975,1.93086,-13.4157
2.1454,18.4029,45.6219,-5.27064,12.3242,-2.55352,16.201,-4.37771,-6.28554,-4.03323,-6.87881,2.85911,-12.5031,-2.6015,8.54331,10.2649,-21.779,-12.0493,5.8465,-30.5429,6.96808,3.05157,-15.5059,3.0593,-2.29596e-14,-2.80286e-14,-104.692,-86.7087,66.8244,33.8211,-53.3978,-11.3383,-5.48355,7.12502,14.6945,-34.9428,-2.29596e-14,-2.80286e-14,-55.4977,11.5986,67.6996,49.2238,9.7441,-6.18183,54.3781,7.12502,19.6576,83.4042,-0.573817,0.941941,22.1963,25.8217,-19.4779,-23.5633,14.3869,-3.39127,-10.4668,-17.5529,26.2233,-14.2313,2.07784,-14.1164
2.1413,18.3947,45.6236,-5.36693,12.1167,-2.67956,16.1598,-4.27031,-6.32796,-4.20644,-6.73897,2.93191,-12.6924,-2.51006,8.62965,11.3762,-21.5884,-12.5412,5.5966,-30.4459,7.19827,2.91031,-15.4925,3.30431,-7.33764e-14,5.96354e-15,-119.623,-86.3236,81.6741,34.547,-52.2203,-10.1617,-7.13566,7.12502,15.8279,-36.5087,-7.33764e-14,5.96354e-15,-55.9281,11.3248,67.7009,49.2999,9.66911,-6.25563,54.3314,7.12502,19.5866,83.3647,-0.454705,1.25415,22.4307,25.796,-19.6522,-23.6429,14.6863,-3.2892,-10.4539,-17.3971,26.287,-14.1889,2.87631,-14.0498
