root1,root2,root3,root4,root5,root6,lowerback1,lowerback2,lowerback3,upperback1,upperback2,upperback3,thorax1,thorax2,thorax3,lowerneck1,lowerneck2,lowerneck3,upperneck1,upperneck2,upperneck3,head1,head2,head3,rclavicle1,rclavicle2,rhumerus1,rhumerus2,rhumerus3,rradius1,rwrist1,rhand1,rhand2,rfingers1,rthumb1,rthumb2,lclavicle1,lclavicle2,lhumerus1,lhumerus2,lhumerus3,lradius1,lwrist1,lhand1,lhand2,lfingers1,lthumb1,lthumb2,rfemur1,rfemur2,rfemur3,rtibia1,rfoot1,rfoot2,rtoes1,lfemur1,lfemur2,lfemur3,ltibia1,lfoot1,lfoot2,ltoes1
10.1767,18.94,5.01293,-0.687834,-43.0322,8.38058,5.20221,-2.45485,-1.39268,1.75712,-3.32252,3.26699,-0.829094,-1.68669,4.33826,-5.31788,-9.16723,-7.94707,26.5871,-14.7279,8.71215,10.6399,-6.85934,2.72623,7.39479e-14,4.77083e-15,-30.7319,-8.1357,-73.1266,25.0954,18.0295,-22.0776,5.74931,7.12502,4.33381,-24.1863,7.39479e-14,4.77083e-15,-26.3146,19.4153,83.6067,27.6983,-3.08828,-22.9031,24.1748,7.12502,3.53664,54.1252,-24.0141,18.7169,8.997,24.0898,-10.909,-30.4976,12.6831,5.33342,6.81807,-27.0795,15.5659,-10.3707,20.2546,-20.4749
10.0868,18.9479,5.04302,-0.96396,-43.2532,8.64706,5.20366,-2.46364,-1.34783,1.75121,-3.33205,3.22737,-0.840232,-1.69077,4.27257,-5.24001,-9.17818,-7.76974,26.4734,-14.7262,8.58967,10.5566,-6.85989,2.65983,-5.28767e-14,3.18055e-14,-30.6502,-6.63143,-73.89,25.4405,15.2594,-23.6202,5.31975,7.12502,2.8442,-24.641,-5.28767e-14,3.18055e-14,-26.2492,18.388,83.9053,27.8257,-1.81924,-24.0793,23.7255,7.12502,2.40077,53.6918,-23.798,18.6033,9.15367,24.3838,-11.0282,-30.1274,12.0734,5.36282,7.08278,-27.0295,16.1755,-9.91953,20.1116,-21.1
9.9959,18.9538,5.06498,-1.08818,-43.5245,8.74247,5.21761,-2.44118,-1.18986,1.75076,-3.29439,3.1991,-0.862437,-1.67098,4.15308,-5.2655,-9.21028,-7.74284,26.4531,-14.7925,8.64778,10.5635,-6.88181,2.66554,-9.38264e-14,-1.11319e-14,-30.5215,-6.14734,-74.1883,25.6808,14.4077,-24.2372,4.27483,7.12502,2.24829,-25.6931,-9.38264e-14,-1.11319e-14,-26.1705,17.7446,83.9776,27.9538,-1.27201,-24.2542,23.886,7.12502,2.23188,53.8541,-23.6038,18.8858,9.37819,24.5634,-11.3588,-30.0387,12.1788,5.19802,7.4583,-26.7803,17.0146,-9.58779,19.8342,-21.5411
9.9005,18.9599,5.08924,-1.20389,-43.9276,8.75638,5.29546,-2.422,-1.08589,1.72147,-3.26258,3.22581,-0.942834,-1.65353,4.12569,-5.29821,-9.19996,-7.80535,26.5919,-14.8174,8.72215,10.636,-6.88993,2.69574,3.69739e-14,-4.6118e-14,-30.4321,-5.98542,-74.2765,25.8744,14.4998,-24.1848,3.77428,7.12502,2.29892,-26.1931,3.69739e-14,-4.6118e-14,-26.407,18.0717,83.6895,28.3784,-1.65109,-23.0788,24.6245,7.12502,3.36698,54.5777,-23.3593,19.0909,9.7389,24.7397,-11.5145,-29.7664,11.9609,5.11821,7.89353,-26.4566,17.7763,-9.38806,19.6526,-21.5688
9.80251,18.9668,5.12194,-1.49298,-44.4104,8.96291,5.35079,-2.3752,-1.07957,1.67315,-3.19849,3.22004,-1.02919,-1.61951,4.11717,-5.1996,-9.1591,-7.76434,26.6689,-14.7652,8.63205,10.629,-6.87625,2.66964,9.70069e-14,-1.59028e-15,-30.3941,-6.11794,-74.1131,25.9216,15.2346,-24.5759,2.48768,7.12502,1.92118,-27.4834,9.70069e-14,-1.59028e-15,-26.7495,18.4676,83.4182,28.7995,-1.62392,-22.1867,24.9361,7.12502,4.22851,54.8739,-23.0447,19.1235,9.99437,24.8898,-11.5593,-29.2873,11.5164,5.06679,8.00465,-26.3468,18.6152,-9.7032,19.698,-20.3911
9.70752,18.9772,5.14466,-1.66197,-44.6759,9.19539,5.37931,-2.39507,-1.11145,1.55494,-3.223,3.23607,-1.16217,-1.62809,4.15842,-5.06811,-9.10848,-7.799,26.7007,-14.6958,8.58843,10.6072,-6.85916,2.67603,4.37326e-15,5.56597e-14,-30.3389,-7.05925,-73.4992,25.89,17.4643,-23.8891,2.06437,7.12502,2.58451,-27.8997,4.37326e-15,5.56597e-14,-27.0204,18.6161,83.2793,28.9354,-1.44325,-22.2045,24.6513,7.12502,4.21128,54.5895,-22.8591,19.0069,10.1742,25.038,-11.6347,-28.8932,11.2771,4.80833,7.83806,-26.2222,19.4814,-10.1479,19.5157,-18.5258
9.61099,18.9827,5.16661,-1.74818,-45.0003,9.33137,5.32612,-2.38966,-1.07597,1.4746,-3.2119,3.25731,-1.21691,-1.62061,4.15969,-5.06154,-9.0897,-7.93221,26.8302,-14.6961,8.65214,10.6711,-6.86565,2.71925,2.70347e-14,4.77083e-15,-30.274,-6.62964,-73.747,26.2092,16.5258,-23.4508,4.46295,7.12502,3.00773,-25.4956,2.70347e-14,4.77083e-15,-27.1416,18.612,83.1662,28.8856,-1.37349,-22.1975,24.714,7.12502,4.2181,54.652,-22.7119,18.9249,10.4235,25.1636,-11.7156,-28.4789,11.1473,4.49091,8.06939,-25.9888,20.4563,-9.74792,19.1946,-18.5763
9.51402,18.9864,5.18959,-1.93109,-45.4106,9.51592,5.27916,-2.38093,-1.05423,1.43969,-3.19858,3.26247,-1.22866,-1.61335,4.15072,-5.01336,-9.07718,-8.0019,26.8852,-14.6675,8.58688,10.6796,-6.86844,2.71326,3.26007e-14,1.11319e-14,-30.1727,-6.56469,-73.6858,26.3732,16.967,-24.6536,0.807478,7.12502,1.8461,-29.1643,3.26007e-14,1.11319e-14,-27.2407,18.7351,83.0071,28.8035,-1.33274,-22.0467,24.901,7.12502,4.36371,54.836,-22.5,18.929,10.656,25.2837,-11.8069,-28.0616,10.9982,4.22731,8.62843,-25.7888,21.5007,-8.67401,18.8982,-19.3153
9.41839,18.9915,5.20962,-1.9143,-45.7777,9.42199,5.21494,-2.40663,-0.791278,1.42189,-3.21923,3.29037,-1.2226,-1.62392,4.02996,-4.93605,-9.04776,-8.05396,26.9091,-14.6165,8.53033,10.6677,-6.86041,2.71227,3.10104e-14,-3.18055e-15,-30.0476,-6.06801,-73.8815,26.7156,16.797,-25.0859,-0.998118,7.12502,1.42856,-30.9731,3.10104e-14,-3.18055e-15,-27.2901,18.9526,82.7955,28.6616,-1.10882,-22.0649,24.8123,7.12502,4.34608,54.7477,-22.2766,18.9851,11.1131,25.4153,-11.9015,-27.744,10.6037,3.89643,9.19427,-25.3679,22.6602,-7.59119,18.6441,-20.4352
9.31433,18.9947,5.24524,-2.1915,-46.4138,9.49475,5.14405,-2.3492,-0.599155,1.4805,-3.13616,3.24844,-1.14182,-1.5842,3.86825,-4.99384,-9.02348,-7.96383,27.1094,-14.5799,8.35837,10.7283,-6.84942,2.63826,-8.34896e-15,1.43125e-14,-29.8535,-6.18268,-73.9642,26.8818,17.1,-25.1462,-1.19391,7.12502,1.3704,-31.1693,-8.34896e-15,1.43125e-14,-27.3951,19.1179,82.55,28.5225,-0.814417,-22.0981,24.6397,7.12502,4.31406,54.5757,-21.8815,19.0885,11.5204,25.5601,-11.896,-27.1991,10.0056,3.80991,9.90239,-25.1029,23.8335,-6.76241,18.6108,-22.6008
9.2146,18.9979,5.25532,-2.27997,-46.7269,9.77929,5.05538,-2.40009,-0.820878,1.33277,-3.21132,3.27594,-1.2252,-1.61865,4.02571,-4.80392,-8.97758,-8.21039,27.0151,-14.5431,8.55408,10.689,-6.84875,2.76153,1.05356e-13,-3.33958e-14,-29.6117,-6.4209,-73.9537,26.8877,17.524,-25.1541,-0.985285,7.12502,1.3627,-30.9607,1.05356e-13,-3.33958e-14,-27.6483,19.3836,82.2898,28.4028,-0.85298,-22.0465,24.6106,7.12502,4.36386,54.5457,-21.8761,18.9363,11.6315,25.6995,-12.0568,-26.6703,10.0685,3.20572,10.3844,-24.9392,25.0714,-5.98531,18.2848,-23.5596
9.10996,18.9965,5.27514,-2.59028,-47.4038,10.0434,4.99438,-2.33392,-0.924949,1.32417,-3.12902,3.26862,-1.20099,-1.57769,4.06945,-4.56496,-8.90235,-8.58325,26.799,-14.481,8.92613,10.6168,-6.83489,2.97358,8.54774e-14,-2.8625e-14,-29.4131,-6.28085,-74.1049,27.1298,17.2885,-24.3784,1.02836,7.12502,2.11191,-28.9409,8.54774e-14,-2.8625e-14,-27.78,19.6954,81.9887,28.1934,-0.690965,-21.7935,24.561,7.12502,4.6082,54.4909,-21.6794,19.0295,11.8576,25.908,-12.3022,-25.984,10.327,2.91217,11.1206,-24.7043,26.2472,-5.03734,18.0526,-24.2019
9.00548,18.9962,5.29588,-2.8271,-48.0652,10.1996,4.96499,-2.2357,-0.964479,1.29188,-2.99966,3.27321,-1.22548,-1.51227,4.08919,-4.71733,-8.83044,-8.2896,27.1491,-14.3231,8.42321,10.6947,-6.77596,2.76139,6.08281e-14,-3.18055e-14,-29.4329,-5.52832,-74.4693,27.6994,16.1265,-23.3621,4.04248,7.12502,3.0934,-25.9148,6.08281e-14,-3.18055e-14,-27.8869,20.0482,81.675,27.88,-0.599757,-21.4374,24.6577,7.12502,4.95198,54.5799,-21.4538,19.1451,12.183,26.1124,-12.3564,-25.4012,10.2786,2.57591,11.776,-24.4047,27.512,-4.17878,17.92,-24.7844
8.90147,18.9972,5.31615,-3.28709,-48.6311,10.5926,4.97691,-2.21814,-1.18492,1.2958,-2.98778,3.21905,-1.22054,-1.50598,4.15705,-5.00315,-8.74304,-7.87929,27.5658,-14.1358,7.83659,10.8064,-6.69612,2.49703,7.99114e-14,2.06736e-14,-29.3694,-4.78287,-74.8759,28.2191,15.2684,-23.6365,4.49234,7.12502,2.82839,-25.4687,7.99114e-14,2.06736e-14,-28.0374,20.5454,81.2769,27.6027,-0.752876,-21.2761,24.7432,7.12502,5.10778,54.6616,-21.1261,19.1727,12.3328,26.2761,-12.527,-24.7898,10.0726,2.25752,12.2547,-24.2752,28.8454,-3.57684,17.7309,-24.0112
8.80009,18.9978,5.33507,-3.47498,-49.1423,10.7234,4.90244,-2.26666,-1.11975,1.29531,-3.05013,3.15805,-1.18134,-1.53752,4.05653,-5.13904,-8.66886,-7.85493,27.7124,-14.0369,7.78079,10.8721,-6.6508,2.47867,1.43125e-13,-2.38542e-14,-29.162,-4.6516,-75.1135,28.5167,15.3991,-24.6472,2.5489,7.12502,1.85229,-27.4228,1.43125e-13,-2.38542e-14,-28.1246,20.9578,80.8069,27.267,-0.862191,-21.1655,24.8575,7.12502,5.21453,54.7733,-20.8885,19.0692,12.6309,26.4112,-12.6983,-24.0963,10.0833,1.75403,12.694,-23.9611,30.2782,-2.73373,17.5018,-23.4249
8.70088,18.9957,5.35276,-3.4552,-49.617,10.6175,4.85096,-2.26536,-0.84153,1.22973,-3.03363,3.13845,-1.2371,-1.52778,3.87813,-5.0868,-8.64538,-7.93666,27.7615,-14.0098,7.77927,10.8843,-6.65106,2.49685,-3.22031e-14,-3.18055e-15,-29.1036,-5.16167,-75.044,28.7663,16.2079,-25.0017,0.890227,7.12502,1.50995,-29.0842,-3.22031e-14,-3.18055e-15,-28.2257,20.9084,80.5687,26.7649,-1.43107,-21.6426,24.7126,7.12502,4.75391,54.6393,-20.6923,18.9939,13.0864,26.5441,-12.7851,-23.5066,9.95162,1.1674,13.1047,-23.4719,31.7308,-1.77253,17.2996,-22.6266
8.60378,18.9914,5.37379,-3.67351,-50.1335,10.7326,4.86449,-2.23771,-0.699513,1.14961,-2.98779,3.09666,-1.34006,-1.5025,3.7556,-4.96207,-8.58961,-7.96917,27.8041,-13.9379,7.74051,10.8682,-6.63337,2.50385,4.77083e-15,2.22639e-14,-29.1357,-5.39366,-75.0232,29.1054,16.5627,-24.8746,0.318262,7.12502,1.63273,-29.6552,4.77083e-15,2.22639e-14,-28.4347,20.6045,80.5765,26.0973,-3.11322,-23.3465,24.6549,7.12502,3.10848,54.612,-20.3686,18.7427,13.4401,26.6259,-12.8729,-22.7394,9.76117,0.600791,13.5153,-23.1489,33.2711,-0.714315,17.2116,-21.625
8.50535,18.9889,5.39751,-4.06628,-50.7269,10.9007,4.92433,-2.23629,-0.602585,1.16205,-2.98161,3.04656,-1.36879,-1.49934,3.6514,-4.91699,-8.52017,-8.01331,27.8625,-13.8287,7.66109,10.8678,-6.60072,2.49896,-2.8625e-14,-1.59028e-15,-29.1179,-4.71086,-75.3773,29.6702,15.6777,-24.8688,1.08175,7.12502,1.63831,-28.8917,-2.8625e-14,-1.59028e-15,-28.6694,21.1684,80.1188,25.779,-3.48845,-23.2746,24.5449,7.12502,3.17794,54.5009,-19.9092,18.3239,13.8386,26.7294,-12.7957,-21.8214,9.13721,0.184986,13.8029,-22.8846,34.8381,0.242305,17.385,-20.8514
