root1,root2,root3,root4,root5,root6,lowerback1,lowerback2,lowerback3,upperback1,upperback2,upperback3,thorax1,thorax2,thorax3,lowerneck1,lowerneck2,lowerneck3,upperneck1,upperneck2,upperneck3,head1,head2,head3,rclavicle1,rclavicle2,rhumerus1,rhumerus2,rhumerus3,rradius1,rwrist1,rhand1,rhand2,rfingers1,rthumb1,rthumb2,lclavicle1,lclavicle2,lhumerus1,lhumerus2,lhumerus3,lradius1,lwrist1,lhand1,lhand2,lfingers1,lthumb1,lthumb2,rfemur1,rfemur2,rfemur3,rtibia1,rfoot1,rfoot2,rtoes1,lfemur1,lfemur2,lfemur3,ltibia1,lfoot1,lfoot2,ltoes1
-4.71702,18.507,2.76757,-14.9953,-78.7349,17.9939,0.870343,2.64271,-5.59758,-0.485078,3.37655,-2.72967,-1.14762,1.69598,0.256217,-12.8883,-0.477721,-4.91838,8.02017,-0.518945,6.66497,4.53356,0.00251505,2.83031,2.62893e-14,-2.22639e-14,-35.9153,5.92098,-83.4572,31.8649,13.0733,-30.1121,-2.9806,7.12502,-3.42567,-32.9328,2.62893e-14,-2.22639e-14,-33.2973,17.1153,71.7662,22.7893,-5.7951,-19.8098,23.9195,7.12502,6.52347,53.7991,-9.23582,18.3556,14.3462,31.544,-26.9268,-21.2663,3.01802,-9.95603,-8.5211,-22.7665,26.5262,-17.0683,13.0244,-8.69448
-4.71889,18.5073,2.77186,-15.583,-78.7443,18.642,0.797609,2.65435,-5.71599,-0.495065,3.39325,-2.78832,-1.12145,1.70361,0.264298,-12.9079,-0.503305,-4.89187,8.00585,-0.554244,6.64278,4.53438,-0.0151331,2.81632,2.71838e-14,-3.4191e-14,-35.8949,5.97496,-83.442,31.9701,12.7809,-30.0153,-1.09226,7.12502,-3.33226,-31.046,2.71838e-14,-3.4191e-14,-33.2458,16.9377,71.6804,22.7209,-5.55503,-19.8174,24.0116,7.12502,6.51609,53.8914,-9.32961,18.4829,14.1864,31.6419,-27.0509,-21.2763,3.06597,-9.94079,-8.3978,-22.9025,26.4245,-17.0486,12.9464,-8.57981
-4.72073,18.5068,2.77474,-16.2494,-78.7634,19.3463,0.753387,2.67011,-5.88183,-0.505089,3.41315,-2.82022,-1.11597,1.71377,0.324335,-12.8644,-0.551582,-4.94159,7.91922,-0.61295,6.6841,4.50443,-0.0442529,2.83205,-1.51076e-14,9.54166e-15,-35.8998,6.03351,-83.3835,32.1315,12.333,-28.8713,4.73789,7.12502,-2.22742,-25.2302,-1.51076e-14,9.54166e-15,-33.2564,16.9013,71.5343,22.6636,-5.64983,-19.6352,23.9793,7.12502,6.69199,53.8536,-9.38018,18.6303,14.0326,31.6891,-27.1446,-21.3163,3.28452,-9.95105,-8.29168,-23.0398,26.3894,-17.0384,12.874,-8.43679
-4.72058,18.5044,2.77796,-16.5033,-78.7614,19.5839,0.800007,2.66191,-5.96141,-0.520447,3.39594,-2.8169,-1.16209,1.70673,0.369076,-12.8213,-0.592878,-5.03158,7.8396,-0.65861,6.75411,4.47622,-0.0664173,2.86444,5.93869e-14,-3.97569e-14,-35.8641,5.92948,-83.1891,32.1718,12.3351,-28.4098,4.95808,7.12502,-1.78175,-25.0142,5.93869e-14,-3.97569e-14,-33.3283,16.9457,71.3507,22.6928,-5.86804,-19.3267,23.9761,7.12502,6.98979,53.8407,-9.37955,18.6703,13.9723,31.7185,-27.1847,-21.2831,3.57866,-9.93901,-8.13802,-23.0944,26.3787,-16.9893,12.7608,-8.52011
-4.71586,18.5023,2.77858,-16.2087,-78.7771,19.2185,0.970316,2.65214,-5.95026,-0.532774,3.3696,-2.76555,-1.27144,1.69674,0.407172,-12.8538,-0.607339,-5.12824,7.83752,-0.666404,6.81582,4.48194,-0.0689155,2.89916,1.44864e-14,-1.59028e-14,-35.7742,5.68418,-82.8801,32.1711,12.7042,-29.4602,-0.701601,7.12502,-2.79617,-30.663,1.44864e-14,-1.59028e-14,-33.3888,17.1532,71.177,22.7385,-5.88506,-19.4535,23.868,7.12502,6.8674,53.7366,-9.33482,18.8047,14.0859,31.7187,-27.1811,-21.4269,3.4566,-9.913,-7.94541,-23.0155,26.3876,-16.8735,12.6432,-9.05919
-4.71148,18.5019,2.78286,-15.748,-78.8261,18.6692,1.13187,2.6498,-5.84506,-0.534478,3.35657,-2.72149,-1.35957,1.69217,0.386492,-12.8493,-0.622496,-5.19477,7.77329,-0.676661,6.85476,4.46246,-0.0740616,2.92095,-4.70623e-14,3.18055e-14,-35.658,5.51757,-82.6671,32.2056,12.9831,-29.5206,-2.4623,7.12502,-2.85445,-32.4229,-4.70623e-14,3.18055e-14,-33.3963,16.9429,71.238,22.7968,-5.05188,-20.5057,23.7893,7.12502,5.85156,53.6885,-9.2589,18.8581,14.2328,31.6898,-27.1249,-21.5146,3.33828,-9.86211,-7.99842,-22.9162,26.4193,-16.8858,12.7113,-9.14063
-4.71599,18.501,2.79782,-16.0346,-78.9253,18.8623,1.13848,2.65351,-5.71452,-0.495866,3.36444,-2.76929,-1.31327,1.6932,0.266316,-12.8344,-0.624277,-5.10456,7.69716,-0.682662,6.76809,4.43634,-0.0801829,2.87786,-3.23522e-14,3.10104e-14,-35.5478,5.49023,-82.586,32.3078,13.2884,-29.21,-2.98445,7.12502,-2.55448,-32.9489,-3.23522e-14,3.10104e-14,-33.3608,16.6205,71.2204,22.8014,-4.268,-21.2536,23.8286,7.12502,5.12953,53.7466,-9.11928,18.7619,14.1897,31.6594,-27.0805,-21.3291,3.32337,-9.69547,-8.18528,-23.0244,26.4437,-16.9632,13.0062,-9.1729
-4.71988,18.4996,2.80618,-16.0494,-78.9923,18.8134,1.13494,2.63398,-5.61415,-0.466731,3.34167,-2.79635,-1.27267,1.67973,0.185149,-12.6993,-0.625374,-4.99471,7.45102,-0.684115,6.64072,4.33783,-0.088855,2.81739,2.76062e-14,-2.3059e-14,-35.5281,5.73074,-82.6207,32.5438,13.1066,-29.0959,-3.63238,7.12502,-2.44433,-33.5981,2.76062e-14,-2.3059e-14,-33.4144,17.1867,70.5735,22.7344,-5.85498,-19.5548,23.8567,7.12502,6.76956,53.7285,-9.01134,18.7454,14.2132,31.6464,-27.1348,-21.2131,3.23337,-9.55601,-8.24002,-23.0347,26.4388,-17.1271,13.0378,-8.67039
-4.71828,18.5011,2.80662,-16.2923,-78.9067,19.1216,1.15672,2.57461,-5.75849,-0.505836,3.25547,-2.7913,-1.32991,1.6392,0.270163,-12.5457,-0.630869,-5.0898,7.23166,-0.672438,6.64905,4.24503,-0.0890422,2.83411,3.91606e-14,-4.13472e-14,-35.4818,5.96733,-82.5585,32.6464,12.8925,-29.0087,-3.85154,7.12502,-2.36011,-33.8182,3.91606e-14,-4.13472e-14,-33.3927,16.5342,70.8696,22.8626,-4.05258,-21.5223,23.9958,7.12502,4.87002,53.9198,-9.05444,18.7448,14.1149,31.6364,-27.1391,-21.261,3.11031,-9.63311,-8.2783,-23.0976,26.4459,-17.1795,12.9157,-8.21734
-4.71961,18.5005,2.80958,-16.7956,-78.8661,19.6993,1.1027,2.55073,-5.93686,-0.522691,3.22257,-2.8073,-1.32466,1.62361,0.355173,-12.5409,-0.643186,-5.20783,7.16446,-0.677343,6.75504,4.22481,-0.0891849,2.88563,1.72446e-14,-3.65764e-14,-35.394,6.0528,-82.4157,32.7327,12.7901,-28.8844,-2.60124,7.12502,-2.24002,-32.5692,1.72446e-14,-3.65764e-14,-33.4442,17.126,70.3103,22.8459,-5.6636,-20.2409,24.0007,7.12502,6.10723,53.8926,-9.10417,18.7178,13.9454,31.5928,-27.0561,-21.2783,3.0539,-9.74768,-8.25683,-23.2388,26.5252,-17.1297,12.9876,-8.68814
-4.71623,18.502,2.80752,-15.5097,-78.8863,18.5246,1.06181,2.53296,-5.82282,-0.568787,3.20412,-2.75491,-1.3448,1.61572,0.347153,-12.5816,-0.679192,-5.08482,7.10133,-0.735829,6.6888,4.21507,-0.118153,2.84028,-6.79098e-14,2.3059e-14,-35.3418,6.08536,-82.2992,32.8708,12.4323,-29.5994,1.83315,7.12502,-2.93057,-28.1265,-6.79098e-14,2.3059e-14,-33.3749,17.31,69.9613,22.887,-6.15045,-19.6569,23.9579,7.12502,6.67108,53.8328,-9.26414,18.8405,14.1707,31.5677,-27.1246,-21.4132,3.2364,-9.97284,-8.25816,-22.9548,26.5718,-17.0546,12.9902,-8.78671
-4.71266,18.5048,2.80577,-13.3011,-78.9393,16.397,1.03093,2.5166,-5.48001,-0.612698,3.19311,-2.66534,-1.35781,1.61054,0.250406,-12.6254,-0.761091,-5.06134,7.03296,-0.846651,6.69948,4.2081,-0.171287,2.83141,8.69683e-15,-7.15625e-15,-35.2512,5.95756,-82.0982,32.9162,12.3732,-29.1937,-1.26061,7.12502,-2.53873,-31.2252,8.69683e-15,-7.15625e-15,-33.205,16.616,70.1517,23.0518,-4.48008,-20.7815,24.0491,7.12502,5.58528,53.9555,-9.3986,18.9628,14.6139,31.5494,-27.1264,-21.6111,3.23105,-10.1606,-8.33818,-22.4623,26.5864,-17.0339,13.0019,-8.56611
-4.72306,18.5032,2.81781,-14.9032,-78.9719,17.9588,0.941119,2.55229,-5.68229,-0.539919,3.24336,-2.78939,-1.23919,1.63155,0.240061,-12.78,-0.842554,-5.16296,7.08237,-0.947418,6.81951,4.25586,-0.214056,2.879,1.83379e-14,3.65764e-14,-35.1569,5.92431,-81.9887,33.109,12.4491,-28.6831,-0.754672,7.12502,-2.04569,-30.7246,1.83379e-14,3.65764e-14,-33.0917,16.6179,69.7797,23.0938,-5.26178,-19.3926,23.6515,7.12502,6.92615,53.5182,-9.28757,18.861,14.2544,31.5498,-27.1258,-21.3593,3.25399,-9.9774,-8.46414,-22.8634,26.5774,-17.1806,13.2284,-8.62755
