root1,root2,root3,root4,root5,root6,lowerback1,lowerback2,lowerback3,upperback1,upperback2,upperback3,thorax1,thorax2,thorax3,lowerneck1,lowerneck2,lowerneck3,upperneck1,upperneck2,upperneck3,head1,head2,head3,rclavicle1,rclavicle2,rhumerus1,rhumerus2,rhumerus3,rradius1,rwrist1,rhand1,rhand2,rfingers1,rthumb1,rthumb2,lclavicle1,lclavicle2,lhumerus1,lhumerus2,lhumerus3,lradius1,lwrist1,lhand1,lhand2,lfingers1,lthumb1,lthumb2,rfemur1,rfemur2,rfemur3,rtibia1,rfoot1,rfoot2,rtoes1,lfemur1,lfemur2,lfemur3,ltibia1,lfoot1,lfoot2,ltoes1
0.134269,18.8222,2.64377,-4.1628,-4.29511,1.99988,6.84832,2.09237,-2.50216,1.15206,2.57514,-0.858563,-2.71771,1.30052,0.283126,-10.2924,-0.763316,-5.32249,6.65151,-1.12288,9.45218,3.7495,-0.20908,3.70335,3.36692e-15,-1.63003e-14,-37.3199,23.5101,-91.5228,83.2668,-6.56864,-29.2259,17.8174,7.12502,-2.56986,-12.1469,3.36692e-15,-1.63003e-14,-29.158,-34.0239,98.9628,90.8388,14.1407,-5.32026,21.1345,7.12502,20.4857,50.0738,7.77506,19.4412,18.2581,10.4718,-13.2701,-23.7939,-4.92612,9.21681,-9.82904,-19.3157,5.56343,-9.48525,18.628,-6.88657
0.133727,18.826,2.65089,-3.94219,-3.77891,2.03831,6.47062,1.91458,-2.49477,1.12592,2.35082,-0.901374,-2.52631,1.18769,0.268822,-10.3137,-0.74145,-5.30457,6.74007,-1.09737,9.41079,3.77736,-0.196329,3.68992,-3.83592e-15,-1.74931e-14,-37.0427,24.0184,-91.7402,83.8001,-6.50397,-28.9522,17.356,7.12502,-2.3055,-12.6113,-3.83592e-15,-1.74931e-14,-28.9636,-34.5693,98.9931,91.047,14.5863,-4.82156,20.9523,7.12502,20.9649,49.8393,7.73263,19.381,18.2477,10.3674,-13.4347,-24.2282,-4.60092,8.87769,-10.3423,-19.318,5.62711,-9.39229,18.6544,-7.00321
0.133476,18.829,2.65238,-3.85743,-3.33065,2.05615,6.31957,1.76171,-2.46537,1.10195,2.15332,-0.938654,-2.45942,1.08878,0.235889,-10.2666,-0.741328,-5.27204,6.77654,-1.10177,9.36585,3.7804,-0.200539,3.67035,1.13245e-14,-1.94809e-14,-36.8308,24.618,-92.0631,84.2677,-6.91394,-29.1761,17.4431,7.12502,-2.52175,-12.5217,1.13245e-14,-1.94809e-14,-28.8165,-35.0411,99.0254,91.3329,14.7971,-3.84271,21.1883,7.12502,21.905,49.9683,7.82348,19.3479,18.286,10.2378,-13.5678,-24.5992,-4.30809,8.58616,-10.7883,-19.3355,5.85756,-9.35449,18.6689,-7.13718
0.131673,18.8282,2.64007,-3.99175,-3.40363,2.02585,6.5635,1.7931,-2.42741,1.06401,2.18871,-0.928989,-2.63449,1.10757,0.212648,-10.2284,-0.769132,-5.29952,6.9254,-1.14554,9.35382,3.82233,-0.222277,3.66957,3.1116e-14,-2.22639e-14,-36.6939,25.2211,-92.3702,84.6771,-7.33843,-29.6333,17.7433,7.12502,-2.96328,-12.2158,3.1116e-14,-2.22639e-14,-28.8094,-35.4528,99.1561,91.6414,15.0397,-3.25797,21.4024,7.12502,22.4664,50.1156,7.97948,19.3461,18.3436,10.0849,-13.3842,-24.5584,-4.56331,8.58537,-10.7196,-19.319,6.07146,-9.44612,18.6504,-6.98248
0.125918,18.8304,2.63499,-3.90899,-2.92178,1.95348,6.52294,1.60975,-2.42358,0.998624,1.94631,-0.889119,-2.67504,0.98785,0.273208,-10.2592,-0.781174,-5.35945,7.13732,-1.16483,9.33777,3.893,-0.230568,3.67527,-2.18694e-14,9.74045e-15,-36.5336,25.8225,-92.5952,85.1499,-7.73112,-29.7512,17.7683,7.12502,-3.07723,-12.1892,-2.18694e-14,9.74045e-15,-28.7263,-35.7627,99.2281,91.8286,15.2565,-2.90859,21.4004,7.12502,22.8017,50.0727,8.05578,18.9023,18.449,9.91652,-13.3414,-24.6286,-4.66232,8.26019,-11.2113,-19.1989,6.32297,-9.41447,18.6839,-7.23654
0.122836,18.8305,2.63597,-3.90267,-2.66904,1.90539,6.47196,1.48262,-2.40857,0.962963,1.78021,-0.855954,-2.68001,0.905502,0.314558,-10.2037,-0.751003,-5.43992,7.24562,-1.12263,9.34657,3.9136,-0.211433,3.69483,1.02778e-14,7.15625e-15,-36.3419,26.4703,-92.8271,85.6062,-8.38369,-29.5286,17.6625,7.12502,-2.8622,-12.298,1.02778e-14,7.15625e-15,-28.6356,-36.0077,99.2804,91.9887,15.4315,-2.43753,21.465,7.12502,23.2537,50.0809,8.17866,18.6956,18.5328,9.80504,-13.3569,-24.6603,-4.61689,8.1211,-11.4695,-19.1376,6.50915,-9.41401,18.6909,-7.51643
0.12227,18.8301,2.63704,-3.92768,-2.55532,1.87169,6.42994,1.41025,-2.34061,0.950264,1.68995,-0.851486,-2.66563,0.859963,0.290013,-10.1054,-0.717014,-5.53763,7.24435,-1.07183,9.404,3.8937,-0.18855,3.73182,-5.04416e-15,1.63003e-14,-36.108,27.0232,-93.0419,85.9949,-8.99538,-29.3516,17.8396,7.12502,-2.6913,-12.1232,-5.04416e-15,1.63003e-14,-28.6684,-36.2341,99.3754,92.2502,15.6585,-2.23849,21.6787,7.12502,23.4446,50.2704,8.28919,18.6322,18.5988,9.72435,-13.3919,-24.6978,-4.54166,8.08744,-11.587,-19.1033,6.60891,-9.44167,18.6834,-7.67972
0.122287,18.8303,2.63726,-3.94892,-2.40283,1.92583,6.37316,1.33705,-2.32109,0.984789,1.59481,-0.909179,-2.59391,0.811473,0.230027,-10.1287,-0.704951,-5.52642,7.24188,-1.05594,9.40196,3.89553,-0.179989,3.73039,1.13245e-14,1.0138e-14,-35.7891,27.4922,-93.2405,86.4069,-9.50645,-29.3124,17.9981,7.12502,-2.65345,-11.9652,1.13245e-14,1.0138e-14,-28.6638,-36.4674,99.3627,92.5446,15.7761,-2.1815,21.8111,7.12502,23.4993,50.3958,8.37345,18.5374,18.5605,9.6804,-13.4684,-24.7352,-4.42394,8.0588,-11.7357,-19.1696,6.66254,-9.44108,18.7134,-7.83561
0.12278,18.83,2.63839,-3.98325,-2.26461,2.0195,6.29356,1.27888,-2.33142,1.05774,1.51868,-0.98818,-2.47068,0.772029,0.164113,-10.148,-0.710492,-5.457,7.19448,-1.0647,9.35196,3.88451,-0.185146,3.70232,-1.1017e-14,1.88845e-14,-35.3983,27.9529,-93.4096,86.8602,-10.146,-29.1613,17.7803,7.12502,-2.50746,-12.1847,-1.1017e-14,1.88845e-14,-28.5151,-36.7463,99.2439,92.7588,15.9086,-1.66752,21.5866,7.12502,23.9922,50.1073,8.45001,18.4622,18.4714,9.66237,-13.5512,-24.7748,-4.29654,8.06607,-11.8658,-19.292,6.70165,-9.44498,18.7374,-7.83298
0.122443,18.8293,2.63838,-4.02685,-2.21041,1.97691,6.27495,1.25617,-2.24122,1.10532,1.49574,-1.00254,-2.40808,0.759135,0.101949,-10.1536,-0.734299,-5.4549,7.16539,-1.09471,9.34865,3.87895,-0.200323,3.6988,2.51587e-16,-1.07344e-14,-35.0715,28.3622,-93.5392,87.2915,-10.7764,-29.1223,17.421,7.12502,-2.46979,-12.5444,2.51587e-16,-1.07344e-14,-28.4107,-37.0363,99.2045,92.9555,16.2156,-0.984442,21.5472,7.12502,24.6471,49.9801,8.49789,18.4595,18.544,9.65919,-13.5313,-24.8543,-4.26988,8.09841,-11.9244,-19.2546,6.70553,-9.39109,18.7451,-7.9251
